title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
Halting State,Charles Stross,107014.0,48.14,8.02,3.17,1.28,1.89,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Mystery', 'Crime', 'Near Future', 'Scotland']",2011
Dream Country,Shannon Gibney,73779.0,45.89,6.96,3.53,1.25,2.28,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Africa', 'African American', 'Contemporary']",2018
Silent Weapon,Andy McNab,68331.0,44.51,8.4,3.08,1.05,2.02,"['Fiction', 'Adventure']",2017
The Bestseller,Stephen Leather,52627.0,40.98,9.74,2.57,0.79,1.78,[],nan
Ashes of the Sun,Django Wexler,167631.0,56.53,7.15,2.77,1.27,1.5,"['Fantasy', 'Fiction', 'LGBT', 'Adult', 'Lesbian', 'Epic Fantasy', 'High Fantasy']",2020
A Dreadful Splendor,B. R. Myers,107457.0,50.94,7.91,2.85,1.0,1.85,"['Mystery', 'Historical Fiction', 'Gothic', 'Fiction', 'Romance', 'Fantasy', 'Historical']",2022
The Revenant and the Tomb,Herman P. Hunter,39661.0,75.33,3.8,2.29,1.0,1.28,['Fantasy'],2022
Sissy: A Coming-of-Gender Story,Jacob Tobia,98938.0,39.66,8.4,3.44,1.47,1.97,"['Nonfiction', 'Memoir', 'LGBT', 'Queer', 'Audiobook', 'Gender', 'Biography']",2019
Be Still,Erik Carter,53957.0,52.31,7.53,2.89,0.99,1.9,[],nan
The Scientists,John Gribbin,228781.0,32.61,5.67,2.98,1.26,1.72,"['Science', 'History', 'Nonfiction', 'History Of Science', 'Biography', 'Physics', 'Popular Science']",2002
Sole Survivor,Dean Koontz,110458.0,58.51,7.07,2.76,1.1,1.66,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Fantasy']",1997
Scales of Empire,Kylie Chan,128896.0,44.17,8.29,2.79,0.99,1.81,"['Science Fiction', 'Dragons', 'Fantasy', 'Space Opera', 'Audiobook', 'Speculative Fiction', 'Fiction']",2018
Dungeon Worlds,Aurora Weiss,68187.0,43.52,8.09,2.83,0.98,1.85,"['Science Fiction', 'Fantasy']",2020
Art History: A Very Short Introduction,Dana Arnold,32731.0,32.86,5.94,2.91,0.99,1.92,"['Art', 'Nonfiction', 'History', 'Art History', 'Philosophy', 'Reference', 'Cultural']",2004
Infinite Baseball,Alva No�,,,,,,,"['Baseball', 'Sports', 'Nonfiction', 'Philosophy', 'Essays']",2019
Snuff,Chuck Palahniuk,44850.0,91.94,4.28,1.56,0.21,1.35,"['Fiction', 'Contemporary', 'Novels', 'American', 'Adult', 'Humor', 'Literature']",2008
Coma,Emmy Ellis,54074.0,61.3,7.89,2.62,0.64,1.98,[],nan
Dark Psychology Secrets 2021,Moneta Raye,29966.0,15.25,7.91,3.53,1.45,2.08,[],2020
Road to Savannah,Hope Callaghan,36612.0,58.57,6.98,2.17,0.62,1.56,"['Mystery', 'Cozy Mystery', 'Fiction']",2016
Winter�s Passage,Julie Kagawa,15982.0,79.06,5.99,2.62,1.21,1.41,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fae', 'Fairies', 'Short Stories']",2010
No Cure For Being Human,Kate Bowler,38559.0,47.37,7.76,3.22,1.35,1.87,"['Nonfiction', 'Memoir', 'Audiobook', 'Self Help', 'Biography', 'Spirituality', 'Faith']",2021
The Hardy Boys: Day of the Dinosaur,Franklin W. Dixon,31057.0,45.64,7.31,3.23,1.45,1.78,"['Mystery', 'Childrens', 'Classics']",1994
Ain�t I a Woman?,bell hooks,65135.0,46.77,6.19,2.35,1.32,1.03,"['Feminism', 'Nonfiction', 'Race', 'History', 'Social Justice', 'Politics', 'Womens']",1981
Machine Learning,Hugh Howey,101858.0,52.92,7.58,2.27,0.61,1.66,"['Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'Anthologies', 'Dystopia', 'Science Fiction Fantasy']",2017
Moving Foreword,Rainn Wilson,55419.0,37.07,7.28,3.23,1.25,1.98,[],nan
Dog Park,Sofi Oksanen,112140.0,43.7,9.3,2.65,0.79,1.87,[],nan
The Appraisal,Anna Porter,92840.0,44.89,9.04,2.47,0.73,1.74,"['Mystery', 'Fiction', 'Historical Fiction', 'Mystery Thriller', 'Art', 'Contemporary', 'Thriller']",2017
Stolen Time,Danielle Rollins,88760.0,57.65,8.02,2.81,0.94,1.87,"['Young Adult', 'Time Travel', 'Science Fiction', 'Fantasy', 'Romance', 'Historical Fiction', 'Fiction']",2019
The House of Shattered Wings,Aliette De Bodard,126560.0,47.75,9.58,2.86,1.07,1.79,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Angels', 'Steampunk', 'Adult']",2015
Plague,Graham Masterton,104312.0,55.95,8.23,2.85,1.17,1.68,[],nan
How to be Good,Nick Hornby,90861.0,27.73,10.7,3.8,1.27,2.53,"['Fiction', 'Contemporary', 'Humor', 'Novels', 'British Literature', 'Literature', 'Comedy']",2001
The Alice Network,Kate Quinn,142595.0,54.22,7.81,2.96,0.99,1.98,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'War', 'Adult']",2017
Desperation,Stephen King,192646.0,51.42,7.97,2.98,0.96,2.01,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Suspense', 'Supernatural', 'Paranormal']",1996
Africaville,Jeffrey Colvin,109442.0,50.17,7.25,2.1,0.43,1.66,"['Historical Fiction', 'Fiction', 'Canada', 'Historical', 'Audiobook', 'Race', 'African American']",2019
The Found Child,Jo Crow,81979.0,31.13,9.95,3.04,0.99,2.04,"['Thriller', 'Mystery', 'Suspense', 'Fiction']",2018
The Innkeeper�s Daughter,Bianca M. Schwarz,114328.0,49.65,6.83,3.29,1.08,2.22,"['Romance', 'Historical Fiction', 'Mystery', 'Historical', 'Historical Romance', 'Fiction', 'Regency']",2015
Deadly Escape,Colleen Helme,86375.0,30.91,9.62,3.0,0.66,2.34,"['Mystery', 'Paranormal', 'Cozy Mystery', 'Romance', 'Mystery Thriller', 'Audiobook', 'Contemporary']",2018
Fatal,Michael Palmer,133039.0,45.31,8.04,3.44,1.44,2.0,"['Fiction', 'Thriller', 'Mystery', 'Medical', 'Suspense', 'Mystery Thriller', 'Crime']",2002
The Endgame,S. Hussain Zaidi,49050.0,32.38,7.39,2.97,1.18,1.79,[],nan
Saint Justice,Mike Grist,97117.0,57.75,7.51,2.8,0.8,2.0,"['Thriller', 'Action', 'Mystery Thriller', 'Suspense', 'Adventure']",2019
A Shocking Assassination,Cora Harrison,89894.0,39.93,8.81,3.35,1.32,2.03,"['Mystery', 'Historical Mystery', 'Ireland', 'Historical Fiction', 'Historical', 'Crime', 'Mystery Thriller']",2016
435 Tango,R. J. Holligan,64453.0,57.25,6.73,2.21,0.77,1.44,[],2020
Mercy�s Chase,Jess Lourey,93961.0,53.31,8.27,2.26,0.8,1.46,"['Mystery', 'Fiction']",2019
Four Letter Word,J. Daniels,128840.0,46.8,7.32,2.99,1.0,1.98,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Adult', 'Erotica', 'Audiobook']",2016
"Olive Bright, Pigeoneer",Stephanie Graves,110623.0,57.16,8.08,4.1,2.32,1.78,"['Historical Fiction', 'Mystery', 'Fiction', 'Cozy Mystery', 'World War II', 'Historical Mystery', 'British Literature']",2020
The Godmothers,Camille Aubray,127553.0,43.13,7.76,4.24,1.71,2.53,"['Historical Fiction', 'Fiction', 'Historical', 'New York', 'Adult', 'World War II', 'War']",2021
Jade,Rose Montague,59064.0,38.15,9.16,2.71,0.93,1.78,"['Fantasy', 'Urban Fantasy', 'Lesbian', 'Paranormal', 'LGBT', 'Magic', 'Vampires']",2013
The Younger Wife,Sally Hepworth,81714.0,40.61,9.97,3.32,1.23,2.09,"['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Suspense', 'Contemporary']",2021
Cujo,Stephen King,119095.0,53.4,8.41,3.14,1.26,1.87,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Animals', 'Adult', 'Audiobook']",1981
Out of Hounds,Rita Mae Brown,76323.0,56.15,8.25,3.1,0.82,2.28,"['Mystery', 'Fiction', 'Cozy Mystery', 'Animals', 'Contemporary', 'Mystery Thriller', 'Romance']",2021
This Savage Song,Victoria Schwab,87483.0,58.19,6.86,2.32,0.65,1.67,"['Fantasy', 'Young Adult', 'Dystopia', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Young Adult Fantasy']",2016
After He Killed Her,James Rice,103195.0,32.98,10.43,2.98,0.96,2.03,[],2020
The Mere Wife,Maria Dahvana Headley,72535.0,71.05,7.68,1.98,0.47,1.51,"['Fantasy', 'Fiction', 'Retellings', 'Mythology', 'Contemporary', 'Magical Realism', 'Literary Fiction']",2018
Always On,Rory Cellan-Jones,100636.0,25.55,7.31,2.79,0.96,1.83,"['Nonfiction', 'Cultural', 'History', 'Technology', 'Social']",2021
The Memory Man,Steven Savile,91519.0,37.22,9.55,2.64,0.89,1.75,['Mystery'],2019
The Songs of Trees,David George Haskell,77633.0,1.17,3.93,1.92,0.6,1.32,"['Nonfiction', 'Nature', 'Science', 'Environment', 'Natural History', 'Plants', 'Biology']",2017
Blood on the Mother Road,Mary Coley,78722.0,62.15,8.09,2.08,0.58,1.5,[],2021
What Blooms from Dust,James Markert,86157.0,56.28,7.46,2.95,0.67,2.27,"['Historical Fiction', 'Fiction', 'Fantasy', 'Mystery', 'Historical', 'Magical Realism', 'Christian Fiction']",2018
Where Men Win Glory,Jon Krakauer,121753.0,35.27,6.47,2.83,1.28,1.55,"['Nonfiction', 'Biography', 'History', 'War', 'Military Fiction', 'Sports', 'Politics']",2009
Nancy Drew: The Witch Tree Symbol,Carolyn Keene,34096.0,42.75,8.07,3.1,1.19,1.9,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Juvenile']",1955
The Other Einstein,Marie Benedict,77192.0,38.99,6.91,3.22,1.26,1.96,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Adult', 'Adult Fiction', 'Romance']",2016
The Girl at Midnight,Melissa Grey,89264.0,66.35,8.08,2.43,0.93,1.5,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Magic', 'Romance', 'Paranormal', 'Young Adult Fantasy']",2015
Walk a Crooked Line,Susan McBride,77303.0,44.94,8.51,2.59,0.82,1.77,"['Fiction', 'Mystery Thriller', 'Mystery', 'Crime', 'Detective']",2018
The Paper Palace,Miranda Cowley Heller,105723.0,82.6,7.15,2.12,0.56,1.56,"['Fiction', 'Romance', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Adult', 'Adult Fiction']",2021
House of Small Shadows,Adam Nevill,97187.0,67.66,7.85,2.5,0.8,1.69,"['Horror', 'Fiction', 'Mystery', 'Fantasy', 'Gothic', 'Adult', 'Paranormal']",2013
Hollow House,Greg Chapman,54713.0,54.26,6.98,2.27,0.71,1.56,"['Horror', 'Fiction', 'Ghost Stories']",2016
Star Trek: The Unsettling Stars,Alan Dean Foster,67664.0,32.63,8.41,3.64,1.91,1.73,"['Star Trek', 'Science Fiction', 'Audiobook', 'Fiction', 'Space', 'Aliens', 'Science Fiction Fantasy']",2020
As the Crow Dies,Kenneth Butcher,91100.0,49.42,6.59,2.51,0.8,1.71,[],2020
Managing Up,Mary Abbajay,59370.0,15.35,8.48,3.62,1.52,2.1,"['Nonfiction', 'Business', 'Leadership', 'Self Help', 'Management', 'Audiobook', 'Personal Development']",2018
Advent,J. K. Cooper,65255.0,66.4,6.6,2.35,0.74,1.61,[],2019
Blue Heaven,C. J. Box,108187.0,46.5,8.5,2.58,0.83,1.75,[],nan
The Little Buddhist Monk,César Aira,,,,,,,"['Fiction', 'Latin American', 'Contemporary', 'Buddhism', 'Short Stories', 'Novella']",2017
The Little Buddhist Monk,César Aira,,,,,,,"['Fiction', 'Latin American', 'Contemporary', 'Buddhism', 'Short Stories', 'Novella']",2017
The Hardy Boys: The Melted Coins,Franklin W. Dixon,33711.0,46.57,7.22,2.89,1.09,1.79,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Classics', 'Detective']",1944
Star Wars: The Empire Striketh Back,Ian Doescher,26243.0,29.85,7.21,3.61,0.52,3.09,"['Star Wars', 'Humor', 'Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy']",2014
Relative Fortunes,Marlowe Benn,97107.0,48.05,7.42,2.97,1.15,1.82,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Historical Mystery', 'Mystery Thriller', 'Crime']",2019
Everything I Have Is Yours,Eleanor Henderson,129191.0,53.44,8.35,2.29,0.59,1.7,"['Memoir', 'Nonfiction', 'Biography Memoir', 'Biography', 'Audiobook', 'Medicine', 'Mental Health']",2021
Take Me Home Tonight,Morgan Matson,121944.0,37.5,9.21,3.36,1.23,2.13,"['Contemporary', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Contemporary', 'Realistic Fiction', 'Adventure']",2021
Under Occupation,Alan Furst,56543.0,54.94,6.98,2.93,0.61,2.33,"['Historical Fiction', 'Fiction', 'Espionage', 'Thriller', 'World War II', 'France', 'War']",2019
Thick as Thieves,Megan Whalen Turner,81228.0,46.07,8.24,2.9,1.0,1.91,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Young Adult Fantasy', 'High Fantasy', 'Audiobook']",2017
The Corrections,Jonathan Franzen,197522.0,55.09,7.44,3.05,1.23,1.82,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'American', 'Family']",2001
Homecoming,Jude Austin,131385.0,35.02,9.64,3.65,1.12,2.52,[],2020
Ash Wednesday,Ethan Hawke,75730.0,48.76,8.89,2.75,1.14,1.61,"['Fiction', 'Contemporary', 'Novels', 'American', 'Americana', 'The United States Of America', 'Adult Fiction']",2002
Dirk Gently’s Holistic Detective Agency,Douglas Adams,54553.0,42.23,7.98,4.62,2.19,2.43,"['Science Fiction', 'Fiction', 'Fantasy', 'Humor', 'Mystery', 'Comedy', 'Science Fiction Fantasy']",1987
A House Full of Windsor,Kristin Contino,90476.0,39.77,8.25,3.27,1.13,2.14,"['Chick Lit', 'Fiction', 'Contemporary', 'Romance']",2021
Pumpkinflowers,Matti Friedman,54217.0,48.4,6.8,2.06,0.52,1.54,"['Nonfiction', 'History', 'War', 'Memoir', 'Israel', 'Military Fiction', 'Biography']",2016
The Liar’s House,Carla Kovach,90812.0,46.33,9.09,2.51,0.74,1.77,"['Thriller', 'Mystery', 'Crime', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense']",2019
Inside Story,Martin Amis,173407.0,38.22,7.56,4.05,1.54,2.5,[],nan
Apparatus 33,Lawston A. Pettymore,55368.0,63.89,5.99,2.86,1.14,1.72,[],2021
Burning the Sky,Mark Wolverton,72131.0,32.78,6.45,3.5,1.78,1.71,"['History', 'Science', 'Nonfiction', 'Politics', 'Military Fiction', 'Space', 'War']",2018
Crusade,Taylor Anderson,142458.0,46.08,8.22,3.74,1.56,2.18,"['Science Fiction', 'Alternate History', 'Fantasy', 'Fiction', 'Military Fiction', 'Historical Fiction', 'War']",2008
Raven Lane,Amber Cowie,83272.0,50.47,7.86,2.84,1.08,1.77,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Psychological Thriller', 'Contemporary', 'Drama']",2019
Trinity Rising,Elspeth Cooper,155079.0,65.1,6.82,2.88,0.93,1.95,"['Fantasy', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult']",2012
On Savage Shores,Caroline Dodds Pennock,82727.0,36.09,5.58,3.05,1.43,1.62,"['History', 'Nonfiction', 'European History', 'United States', 'World History', 'American History', 'Native Americans']",2023
Legacy,Danielle Steel,96617.0,28.03,9.98,3.52,1.09,2.43,[],nan
To Keep the Sun Alive,Rabeah Ghaffari,70079.0,64.06,5.83,2.34,0.75,1.59,"['Historical Fiction', 'Fiction', 'Iran', 'Adult Fiction', 'Historical', 'Literary Fiction', 'Adult']",2019
Marion Lane and the Midnight Murder,T. A. Willberg,93199.0,45.9,7.96,3.39,1.29,2.1,"['Mystery', 'Historical Fiction', 'Fiction', 'Fantasy', 'Mystery Thriller', 'Historical', 'Audiobook']",2020
Kill Chain,J. Robert Kennedy,62622.0,39.02,7.87,3.29,1.31,1.98,['Fiction'],2016
The Summer Without Men,Siri Hustvedt,53683.0,48.38,7.13,2.83,1.09,1.74,"['Fiction', 'Contemporary', 'Feminism', 'Literary Fiction', 'American', 'The United States Of America', 'Novels']",2011
Burn the Evidence,Keith Nixon,58978.0,58.1,8.34,2.92,1.04,1.88,"['Crime', 'Detective', 'Mystery', 'Thriller']",2017
Impact Event,David N. Frank,88224.0,46.42,6.35,3.8,2.25,1.55,[],2018
Take Back Plenty,Colin Greenland,138773.0,63.25,7.49,2.98,1.34,1.64,"['Science Fiction', 'Fiction', 'Space Opera', 'Speculative Fiction', 'Science Fiction Fantasy', 'Aliens', 'Collections']",1990
Waiting for Eden,Elliot Ackerman,29632.0,61.69,6.76,2.75,0.56,2.19,"['Fiction', 'War', 'Historical Fiction', 'Literary Fiction', 'Contemporary', 'Audiobook', 'Adult Fiction']",2018
The Da Vinci Code,Dan Brown,138989.0,46.08,6.83,2.97,1.31,1.67,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Historical Fiction', 'Suspense', 'Adventure']",2003
Funeral Girl,Emma K. Ohland,73261.0,35.09,9.22,3.08,1.13,1.95,"['Young Adult', 'Horror', 'Fantasy', 'Paranormal', 'Contemporary', 'Fiction', 'Audiobook']",2022
The Emissary,Terrance Mulloy,51809.0,63.23,6.47,2.95,1.32,1.63,['Science Fiction'],2018
Death of a Fairy Tale,Emily Fluke,72846.0,60.24,5.52,2.17,0.61,1.56,"['Mystery', 'Fantasy', 'Fairy Tales', 'Young Adult Fantasy']",nan
Her Final Prayer,Kathryn Casey,94691.0,40.41,8.0,2.33,0.6,1.72,"['Mystery', 'Thriller', 'Crime']",2020
Night Flight to Paris,David Gilman,124919.0,45.5,7.96,2.57,0.8,1.77,"['Historical Fiction', 'Thriller', 'Espionage', 'Fiction', 'War', 'World War II', 'Historical']",2018
N or M,Agatha Christie,55923.0,32.26,9.01,4.25,1.87,2.39,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature']",1941
The Shadow Man,Mark Brownless,65268.0,54.46,8.23,3.45,1.16,2.29,"['Thriller', 'Horror']",2019
Midnight’s Children,Salman Rushdie,26327.0,55.72,6.92,2.52,0.63,1.89,"['Fiction', 'Magical Realism', 'India', 'Classics', 'Historical Fiction', 'Fantasy', 'Literature']",1981
A Baxter Family Christmas,Karen Kingsbury,40819.0,32.36,8.58,3.07,0.8,2.27,"['Christmas', 'Christian Fiction', 'Fiction', 'Christian', 'Holiday', 'Romance', 'Audiobook']",2016
Bite Me,Linsey Hall,52825.0,50.21,8.32,2.9,1.24,1.65,"['Fantasy', 'Paranormal', 'Vampires', 'Urban Fantasy', 'Paranormal Romance', 'Romance', 'Magic']",2021
The Dawn Chorus,Samantha Shannon,27786.0,53.45,9.04,2.34,0.44,1.9,"['Fantasy', 'Dystopia', 'Novella', 'Urban Fantasy', 'Fiction', 'Short Stories', 'Paranormal']",2020
Nancy Drew: The Whispering Statue,Carolyn Keene,34042.0,39.16,8.43,2.9,1.1,1.8,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller']",1937
The Judges List,John Grisham,95068.0,39.81,8.07,3.03,1.0,2.04,"['Fiction', 'Mystery', 'Thriller', 'Audiobook', 'Crime', 'Legal Thriller', 'Mystery Thriller']",2021
The Raven Song,Luanne G. Smith,83114.0,65.92,6.46,2.45,0.73,1.72,"['Fantasy', 'Mystery', 'Magic', 'Paranormal', 'Witches', 'Fiction', 'Romance']",2022
The Iliad,Homer,152264.0,53.82,3.4,3.02,0.67,2.35,"['Classics', 'Poetry', 'Fiction', 'Mythology', 'Literature', 'Fantasy', 'Historical Fiction']",801
Saint Maybe,Anne Tyler,107901.0,55.76,7.82,3.67,1.03,2.64,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'American', 'Literature']",1991
Cross Her Heart,Melinda Leigh,89327.0,49.85,8.43,1.93,0.56,1.37,"['Mystery', 'Fiction', 'Thriller', 'Romantic Suspense', 'Suspense', 'Crime', 'Mystery Thriller']",2020
Relentless,Scott Bartlett & Joshua James,70433.0,36.34,9.27,3.18,1.1,2.09,[],nan
Picnic In the Ruins,Todd Robert Petersen,112299.0,57.25,7.2,2.15,0.52,1.63,"['Fiction', 'Mystery', 'Mystery Thriller', 'Thriller', 'Archaeology', 'Westerns', 'Adult']",2021
We All Want Impossible Things,Catherine Newman,54241.0,71.01,8.08,3.87,1.65,2.21,"['Fiction', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Adult', 'Adult Fiction', 'Death']",2022
The Apocalypse Watch,Robert Ludlum,230094.0,35.02,9.05,3.42,1.48,1.94,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Adventure', 'Suspense', 'Action']",1995
You’ll Grow Out of It,Jessi Klein,72577.0,46.22,8.51,3.74,1.52,2.23,"['Memoir', 'Nonfiction', 'Humor', 'Audiobook', 'Essays', 'Biography', 'Comedy']",2016
Truly Darkly Deeply,Victoria Selman,71606.0,43.78,9.47,2.83,0.83,2.0,"['Thriller', 'Mystery', 'Crime', 'Fiction', 'Psychological Thriller', 'Mystery Thriller', 'Suspense']",2022
The Guilty Die Twice,Don Hartshorn,82716.0,42.4,7.77,2.87,1.26,1.61,"['Thriller', 'Fiction', 'Crime']",2020
Commonwealth,Ann Patchett,103376.0,46.88,8.96,2.58,0.59,1.98,"['Fiction', 'Literary Fiction', 'Audiobook', 'Historical Fiction', 'Contemporary', 'Family', 'Adult Fiction']",2016
The Perfect Getaway,Kiersten Modglin,71089.0,38.1,9.64,3.14,1.02,2.12,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Psychological Thriller', 'Contemporary']",2020
A Beer in the Loire,Tommy Barnes,69136.0,60.15,8.84,3.41,1.45,1.96,"['Beer', 'Travel', 'Nonfiction', 'Memoir', 'France']",2018
Rant,Chuck Palahniuk,77922.0,76.27,5.42,1.96,0.47,1.49,"['Fiction', 'Science Fiction', 'Horror', 'Contemporary', 'Novels', 'Time Travel', 'Humor']",2007
Silence Is a Sense,Layla AlAmmar,74835.0,67.1,6.98,2.25,0.51,1.74,"['Fiction', 'Contemporary', 'Literary Fiction', 'Historical Fiction', 'War', 'Adult', 'Adult Fiction']",2021
The Fighter,Robert White,72130.0,42.2,8.01,3.0,0.91,2.09,[],2019
Gut Instinct,Brad Taylor,15920.0,39.55,8.05,2.3,0.72,1.58,"['Thriller', 'Fiction', 'Short Stories', 'Mystery Thriller', 'Action', 'Adventure', 'Spy Thriller']",2013
Moon Rising,Tui T. Sutherland,69151.0,56.32,9.34,3.54,1.39,2.15,"['Fantasy', 'Dragons', 'Middle Grade', 'Fiction', 'Childrens', 'Young Adult', 'Adventure']",2015
Buying Time,E. M. Brown,96759.0,44.14,7.47,2.79,0.75,2.03,[],nan
The Rogue Agent,Brian Drake,61625.0,58.75,6.65,2.18,0.66,1.52,[],2020
The Candle and the Flame,Nafiza Azad,114654.0,49.83,7.29,2.83,1.26,1.57,"['Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Romance', 'Fiction', 'Magic', 'High Fantasy']",2019
Insight,Tasha Eurich,86322.0,21.69,7.64,4.04,1.93,2.11,"['Psychology', 'Nonfiction', 'Self Help', 'Personal Development', 'Business', 'Leadership', 'Science']",2017
The Thorn Puller,Hiromi Ito,73461.0,47.21,8.67,3.31,1.08,2.24,"['Japan', 'Fiction', 'Japanese Literature', 'Contemporary', 'Asia', 'The United States Of America', 'German Literature']",2007
The Hardy Boys: The Tower Treasure,Franklin W. Dixon,35293.0,40.38,8.3,3.11,1.24,1.88,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Adventure', 'Middle Grade']",1927
Where the Forest Meets the Stars,Glendy Vanderah,86842.0,52.13,9.05,2.3,0.68,1.62,"['Fiction', 'Contemporary', 'Mystery', 'Romance', 'Fantasy', 'Magical Realism', 'Audiobook']",2019
Summoning,Kelley Armstrong,79219.0,46.1,8.94,2.67,0.67,2.0,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Romance', 'Magic']",2008
The Burial Hour,Jeffery Deaver,125890.0,50.72,8.13,3.05,1.1,1.95,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']",2017
The Hades Factor,Robert Ludlum,129508.0,49.03,7.48,2.96,1.14,1.82,"['Thriller', 'Fiction', 'Mystery', 'Espionage', 'Suspense', 'Action', 'Adventure']",2000
Hell Gate,Jeff Dawson,77547.0,60.2,6.55,2.58,0.9,1.67,[],nan
Demon Lord of Karanda,David Eddings,123559.0,53.53,7.38,4.03,1.86,2.17,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Young Adult', 'Adventure']",1988
Project Hail Mary,Andy Weir,149482.0,50.66,8.85,3.12,1.02,2.1,"['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Fantasy', 'Adult', 'Thriller']",2021
A Good Chance,Ali Vali,90241.0,28.54,10.1,2.46,0.59,1.87,"['Romance', 'Lesbian Fiction', 'Audiobook']",2022
The Rules Do Not Apply,Ariel Levy,47499.0,48.85,8.42,2.84,0.96,1.88,"['Memoir', 'Nonfiction', 'Feminism', 'Biography', 'Audiobook', 'Biography Memoir', 'LGBT']",2017
